,act,gpa,ap,ib,sat1,sat2,income,rank,gender,ethnicity,decision,state,country,urm,first_generation,editor-in-chief,founder,president,captain,siemens,intel,presidential_scholar,national_merit,ap_scholar,aime,imo,national_achievement
1748,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1749,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1750,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1751,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1752,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1753,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1754,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1755,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1756,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1757,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1758,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1759,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1760,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1761,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1762,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1763,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1764,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1765,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1766,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1767,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1768,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1769,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1770,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1771,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1772,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1773,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1774,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1775,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1776,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1777,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1778,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1779,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1780,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1781,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1782,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1783,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1784,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1785,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1786,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1787,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1788,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1789,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1790,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1791,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1792,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1793,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1794,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1795,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1796,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1797,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1798,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1799,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1800,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1801,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1802,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1803,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1804,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1805,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1806,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1807,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1808,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1809,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1810,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1811,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1812,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1813,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1814,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1815,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1816,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1817,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1818,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1819,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1820,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1821,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1822,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1823,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1824,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1825,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1826,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1827,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1828,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1829,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1830,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1831,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1832,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1833,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1834,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1835,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1836,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1837,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1838,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1839,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1840,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1841,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1842,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1843,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1844,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1845,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1846,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1847,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1848,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1849,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1850,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1851,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1852,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1853,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1854,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1855,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1856,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1857,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1858,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1859,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1860,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1861,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1862,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1863,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1864,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1865,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1866,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1867,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1868,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1869,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1870,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1871,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1872,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1873,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1874,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1875,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1876,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1877,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1878,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1879,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1880,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1881,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1882,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1883,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1884,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1885,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1886,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1887,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1888,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1889,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1890,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1891,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1892,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1893,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1894,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1895,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1896,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1897,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1898,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1899,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1900,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1901,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1902,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1903,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1904,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1905,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1906,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1907,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1908,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1909,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1910,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1911,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1912,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1913,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1914,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1915,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1916,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1917,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1918,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1919,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1920,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1921,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1922,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1923,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1924,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1925,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1926,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1927,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1928,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1929,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1930,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1931,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1932,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1933,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1934,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1935,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1936,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1937,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1938,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1939,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1940,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1941,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1942,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1943,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1944,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
1945,0,3.98,[5],0,2350,"[800, 800, 760]",middle,0.05,M,,D,ny,US,,,,,True,,,,,True,True,,,
1946,0,4.0,"[5, 5, 5, 4]",0,2250,"[800, 790]",N/A,0.0,M,,D,ny,US,,,,,,,,,,,,,,
1947,32,3.9,"[5, 4]",0,2330,"[800, 780, 750, 760]",upper-middle,0.0,M,,A,il,US,,,,,,,,,,True,,,,
1948,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1949,31,3.94,[4],0,0,[740],N/A,0.0,F,,D,,US,,,,,,,,,,,,,,
1950,34,4.0,0,0,0,0,middle,0.0,M,,D,oh,US,,,,,True,,,,,,,,,
1951,0,3.65,"[5, 4]",0,2390,"[800, 800, 790]",N/A,0.0,M,,A,ma,US,,,,,,,,,,,,,,
1952,33,3.6,"[14, 5, 4, 3]",0,2280,"[800, 670]",N/A,0.0123203285421,M,,D,pa,US,,,,,,True,,,,,,,,
1953,0,4.0,"[4, 5, 5, 5]",0,2210,"[720, 800]",middle,0.0,F,,A,pa,US,,,,,,,,,,True,True,,,
1954,36,4.0,"[5, 5, 5, 5, 5, 5, 4, 4]",[6],0,[790],N/A,0.0118203309693,F,,D,fl,US,,,,True,,,,,,True,,,,
1955,34,3.98,"[5, 4, 3]",0,0,0,upper-middle,0.02,F,,D,,US,,,,,,,,,,,,,,
1956,36,4.0,"[5, 5, 5, 1, 5, 5, 5, 5, 4]",0,2310,"[800, 780, 730]",middle,0.0,M,,A,tx,US,,,,True,True,,,,,True,,,,
1957,0,4.0,"[5, 1, 4]",0,2400,"[800, 800, 790]",middle,0.00444444444444,M,,A,md,US,,,,,True,,,,,True,,,,
1958,34,3.8,"[1, 5, 4]",0,0,[],lower-middle,0.0351317440402,M,,A,ny,US,,,,,,True,,,,,,,,
1959,0,3.94,"[1, 3]",0,2170,"[800, 720]",middle,0.0272108843537,M,,A,nj,US,,,,True,True,True,,,,,,,,
